UserID,Ended,Q. Please check this box to confirm that you're in the target group for this survey.,Q1. How do you think this word should be spelled?,Q2. Which of the following best describe(s) in English how you think of yourself?,,,,,,,,,,,,,,,,,,,,,,,"Q3. Tell us about any words not listed above that you use to describe yourself in English, in any order.",,,,,"Q4. Supposing all title fields on forms were optional and write-your-own, what would you want yours to be in English? (Please note that you should currently be entitled to use it - for example, you should only enter Dr if you have a doctorate.)",,"Q5. Supposing all pronouns were accepted by everyone without question and were easy to learn, which pronouns are you happy for people to use for you in English?",,,,,,,,,,,,,Q6. Fill in the blanks.,,,,,"Q7. If your pronoun set is ever referred to in a way other than the first two forms separated by a forward slash (eg: he/him), what is it?","Q8. For the pronoun set [question(6243833,51112219)]/[question(6243833,51112220)]/[question(6243833,51112221)]/[question(6243833,51112222)]/[question(6243833,51112223)], which is correct?",Q9. Would you like to tell us about another set of pronouns?,Q10. Fill in the blanks.,,,,,"Q11. If your pronoun set is ever referred to in a way other than the first two forms separated by a forward slash (eg: he/him), what is it?","Q12. For the pronoun set [question(6243837,51112234)]/[question(6243837,51112235)]/[question(6243837,51112236)]/[question(6243837,51112237)]/[question(6243837,51112238)], which is correct?",Q13. Would you like to tell us about another set of pronouns?,Q14. Fill in the blanks.,,,,,"Q15. If your pronoun set is ever referred to in a way other than the first two forms separated by a forward slash (eg: he/him), what is it?","Q16. For the pronoun set [question(6243841,51112242)]/[question(6243841,51112243)]/[question(6243841,51112244)]/[question(6243841,51112245)]/[question(6243841,51112246)], which is correct?",Q17. Would you like to tell us about another set of pronouns?,Q18. Fill in the blanks.,,,,,"Q19. If your pronoun set is ever referred to in a way other than the first two forms separated by a forward slash (eg: he/him), what is it?","Q20. For the pronoun set [question(6243845,51112250)]/[question(6243845,51112251)]/[question(6243845,51112252)]/[question(6243845,51112253)]/[question(6243845,51112254)], which is correct?",Q21. Would you like to tell us about another set of pronouns?,Q22. Fill in the blanks.,,,,,"Q23. If your pronoun set is ever referred to in a way other than the first two forms separated by a forward slash (eg: he/him), what is it?","Q24. For the pronoun set [question(6243849,51112258)]/[question(6243849,51112259)]/[question(6243849,51112260)]/[question(6243849,51112261)]/[question(6243849,51112262)], which is correct?","Q25. Do you live in the UK? (If you're not sure, choose the answer that is true for most of the time.)

I'm asking this because every year I make two reports - an international report, and a UK report.","Q26. Feedback box

Please note that your comments will be anonymous; if you'd like me to be able to reply, please email me at hello@gendercensus.com."
72814809,01/02/2018 20:56:00,Yes,nonbinary,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,-,-,-,-,-,Mx,-,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72814562,01/02/2018 20:56:00,Yes,I don't know/I don't care,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,-,-,-,-,-,No title at all,-,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72814839,01/02/2018 20:57:00,Yes,non-binary,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,-,-,-,-,-,Unknown,-,No,No,No,No,Yes,No,No,No,No,No,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Yes, I live in the UK",-
72815031,01/02/2018 20:57:00,Yes,nonbinary,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,-,-,-,-,-,No title at all,-,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72814823,01/02/2018 20:57:00,Yes,I don't know/I don't care,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,genderneutral,genderless,-,-,-,No title at all,-,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72814731,01/02/2018 20:57:00,Yes,non-binary,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-,-,-,-,-,No title at all,-,No,No,No,No,Yes,No,No,No,No,No,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK","aside from they/them pronouns, i also use ae/aer pronouns."
72814760,01/02/2018 20:58:00,Yes,nonbinary,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,-,-,-,Mx,-,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72815032,01/02/2018 20:58:00,Yes,nonbinary,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Demiboy,-,-,-,-,No title at all,-,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72814805,01/02/2018 20:58:00,Yes,non-binary,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,-,-,-,-,-,"A standard title that is used only by people other than men and women (if you choose this and you know of such a title, put it in the comments box)",-,No,No,No,No,Yes,No,No,No,No,No,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72815025,01/02/2018 20:58:00,Yes,non-binary,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,-,-,-,-,-,No title at all,-,No,No,No,No,Yes,No,No,No,No,No,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Yes, I live in the UK",-
72814851,01/02/2018 20:58:00,Yes,nonbinary,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,queer,-,-,-,-,No title at all,-,No,No,No,No,Yes,No,No,No,No,No,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72814795,01/02/2018 20:58:00,Yes,non-binary,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,-,-,-,-,-,Unknown,"I don't like mx. because I read it so closely to ""miss"" in my head and my gender identity doesn't have much at all in the femme component (though isn't entirely masculine)",No,No,No,No,Yes,No,No,No,No,No,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72814806,01/02/2018 20:59:00,Yes,nonbinary,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Agenderflux,Autigender,Male-aligned,-,-,Mx,-,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72815221,01/02/2018 20:59:00,Yes,non-binary,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,-,-,-,-,-,No title at all,-,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Yes, I live in the UK",-
72815200,01/02/2018 21:00:00,Yes,I don't know/I don't care,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,-,-,-,-,-,Mx,-,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72815024,01/02/2018 21:00:00,Yes,nonbinary,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,-,-,-,-,-,No title at all,I would prefer gendered titles to be omitted on forms and identification wherever reasonable and practical to do so,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72815414,01/02/2018 21:00:00,Yes,non-binary,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,-,-,-,-,-,"A standard title that is used only by people other than men and women (if you choose this and you know of such a title, put it in the comments box)",-,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72815427,01/02/2018 21:00:00,Yes,non-binary,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,-,-,-,-,-,No title at all,-,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72815421,01/02/2018 21:00:00,Yes,nonbinary,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,-,-,-,-,-,Mx,-,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Yes, I live in the UK",-
72815456,01/02/2018 21:01:00,Yes,nonbinary,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,-,-,-,-,-,Unknown,-,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72815422,01/02/2018 21:01:00,Yes,nonbinary,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,-,-,-,I don't think that titles should be indicated on official documents.,-,No,No,No,No,Yes,No,No,No,No,No,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72815225,01/02/2018 21:01:00,Yes,non-binary,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,-,-,-,Mx,-,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72815441,01/02/2018 21:01:00,Yes,I don't know/I don't care,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,-,-,-,No title at all,-,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72815401,01/02/2018 21:02:00,Yes,I don't know/I don't care,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,fairy princess,fairy,-,-,-,No title at all,-,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,fae,faere,faese,faese,faereself,-,"""What is [question(6243833,51112219)] reading?""","No, take me to the next section",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72815540,01/02/2018 21:02:00,Yes,nonbinary,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,-,-,-,-,-,Mx,-,No,No,No,No,Yes,No,No,No,No,No,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72814757,01/02/2018 21:02:00,Yes,I don't know/I don't care,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,-,-,-,No title at all,-,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72815222,01/02/2018 21:02:00,Yes,non-binary,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Fag,Gay as gender,Fem,Fey,Camp,No title at all,-,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72815194,01/02/2018 21:02:00,Yes,"I'm fine with ""nonbinary"" but I prefer ""enby,"" though I know it's not always useful/practical",Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,-,-,-,-,-,Mx,-,No,No,No,No,No,No,No,No,No,No,No,No,Yes,zie,zir,zir,zirs,zirself,-,"""What is [question(6243833,51112219)] reading?""","No, take me to the next section",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72815280,01/02/2018 21:02:00,Yes,nonbinary,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,-,-,-,-,-,No title at all,"No title, but with Mx as a very close second, and with the option to sometimes pointedly use it",No,No,No,No,Yes,No,No,No,No,No,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Yes, I live in the UK",-
72815449,01/02/2018 21:03:00,Yes,non-binary,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,-,-,-,Mx,-,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,ve,vir,vir,virs,virself,ve/vir,"""What is [question(6243833,51112219)] reading?""","No, take me to the next section",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72815573,01/02/2018 21:03:00,Yes,non-binary,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,demimale,-,-,-,-,Mr,-,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72815614,01/02/2018 21:03:00,Yes,non-binary,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,-,-,-,-,-,No title at all,-,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
72815643,01/02/2018 21:04:00,Yes,non binary,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,-,-,-,-,-,Mx,-,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"No, I do not live in the UK",-
